M L XL XXL 3XL 4XL 5XL plus size cotton casual autumn 2018 women dress long sleeve big size navy blue striped loose midi female #OM8261,72.34,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-809364225_530x@2x.jpg?v=1574584858', 'path': 'full/m-l-xl-xxl-3xl-4xl-5xl-plus-size-cotton-casual-autumn-2018-women-dress-long-sleeve-big-size-navy-blue-striped-loose-midi-female-om8261.jpg', 'checksum': 'ec3f4f444e85b9846a46d25238ed51f0', 'status': 'downloaded'}]"
"Happy Wife Happy Life Tie Dye Tee Shirt - Woodstock, Small",28.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-791294970_530x@2x.jpg?v=1574584858', 'path': 'full/happy-wife-happy-life-tie-dye-tee-shirt-woodstock-small.jpg', 'checksum': 'e2bf8959ab9e6ba6605a49fd7f877650', 'status': 'downloaded'}]"
New Arrival Mens Motorcycle Leather Jacket,75.24,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-812220021_530x@2x.jpg?v=1574584858', 'path': 'full/new-arrival-mens-motorcycle-leather-jacket.jpg', 'checksum': '9cf0f11fb0eab85da39e2cd416f2c5be', 'status': 'downloaded'}]"
New Stainless Steel Ring Titanium Silver Black Gold,4.18,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-618343017_530x@2x.jpg?v=1574584856', 'path': 'full/new-stainless-steel-ring-titanium-silver-black-gold.jpg', 'checksum': 'd3178947903f9a880e6aeab947600a00', 'status': 'downloaded'}]"
Newborn Toddler Baby Girls Boys Camouflage Bow Tops Pants Outfits Set Clothes,11.14,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-515768186_530x@2x.jpg?v=1574584860', 'path': 'full/newborn-toddler-baby-girls-boys-camouflage-bow-tops-pants-outfits-set-clothes.jpg', 'checksum': '588c8d270662334214f528a638ecd81b', 'status': 'downloaded'}]"
New Posture Corrector Shoulder Bandage Corset Back Orthopedic Brace Scoliosis Back Support Belt for Man Woman,11.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-614229977_530x@2x.jpg?v=1574584858', 'path': 'full/new-posture-corrector-shoulder-bandage-corset-back-orthopedic-brace-scoliosis-back-support-belt-for-man-woman.jpg', 'checksum': '1e5485c4f0cd4325e6604978d7f3d624', 'status': 'downloaded'}]"
Nurse Jackie Life Is Full T Shirt,26.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-759475252_530x@2x.jpg?v=1574584856', 'path': 'full/nurse-jackie-life-is-full-t-shirt.jpg', 'checksum': '1fec99a8dd2f2a7796182350de9f51a1', 'status': 'downloaded'}]"
Halloween Demon Cat Pullovers,28.38,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-798298752_530x@2x.jpg?v=1574584860', 'path': 'full/halloween-demon-cat-pullovers.jpg', 'checksum': '453335527dda24d2b406e300f63909e2', 'status': 'downloaded'}]"
NEW Fashion Women Multilayer Alloy Pendant Necklace Chain Jewelry,5.52,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-579928970_530x@2x.jpg?v=1574584860', 'path': 'full/new-fashion-women-multilayer-alloy-pendant-necklace-chain-jewelry.jpg', 'checksum': '2d7efabe63d179ea2da7df06bc7a0de2', 'status': 'downloaded'}]"
Official Bullstate Regulation Cornhole Set (Pyramid),449.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-842065258_530x@2x.jpg?v=1574584859', 'path': 'full/official-bullstate-regulation-cornhole-set-pyramid.jpg', 'checksum': 'ece0b0e3b26930cf8dd6174c63bcab5f', 'status': 'downloaded'}]"
Mighty Mouse Here I Come T Shirt,26.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-759019283_530x@2x.jpg?v=1574584856', 'path': 'full/mighty-mouse-here-i-come-t-shirt.jpg', 'checksum': '7c24d9ec9d6f32388b20034bae72b41e', 'status': 'downloaded'}]"
Portable Mini DV MD80 DVR Sport Video Camera Hidden Spy Video Recorder Digital Camera with USB Cord,14.18,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-527854431_530x@2x.jpg?v=1574584857', 'path': 'full/portable-mini-dv-md80-dvr-sport-video-camera-hidden-spy-video-recorder-digital-camera-with-usb-cord.jpg', 'checksum': '09fdb45f2ebbb2d43e066148aadec3c4', 'status': 'downloaded'}]"
One Piece No Clip Hair Extensions Long Straight Hairpiece Adjustable Hidden Transparent Wire Synthetic Fiber Hairpieces,10.88,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-862613958_793edf69-806d-41f3-a78e-1639b2b25780_530x@2x.jpg?v=1574584861', 'path': 'full/one-piece-no-clip-hair-extensions-long-straight-hairpiece-adjustable-hidden-transparent-wire-synthetic-fiber-hairpieces.jpg', 'checksum': '14b8959555858ed623f371bb4e2e3491', 'status': 'downloaded'}]"
PU Leather Jacket with Zipper,60.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-343075214_530x@2x.jpg?v=1574584859', 'path': 'full/pu-leather-jacket-with-zipper.jpg', 'checksum': '1690dd07dae3753a98f23fd759c510bf', 'status': 'downloaded'}]"
Original ColorShift Egg Timer,13.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-682662344_530x@2x.jpg?v=1574584858', 'path': 'full/original-colorshift-egg-timer.jpg', 'checksum': '3bbf01b690852d79800b0865d07a2900', 'status': 'downloaded'}]"
New Landscaping Decoration Heart Shaped Stickers 12 Butterfly Stickers,1.78,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-524768093_530x@2x.jpg?v=1574584856', 'path': 'full/new-landscaping-decoration-heart-shaped-stickers-12-butterfly-stickers.jpg', 'checksum': '9e73aa074b3267d85fa0e983ee4b6079', 'status': 'downloaded'}]"
Outdoor Pet Collar TPE Insect Mosquito Flea Prevention Adjustable Outdoor Dog Neck Supplies,6.64,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-777746005_ff7de8c8-0098-4598-895f-9f6ba4bf953d_530x@2x.jpg?v=1574584860', 'path': 'full/outdoor-pet-collar-tpe-insect-mosquito-flea-prevention-adjustable-outdoor-dog-neck-supplies.jpg', 'checksum': 'b0ed5a62c36ba9d54b60d02afe320d7e', 'status': 'downloaded'}]"
Official Kentstate Regulation Cornhole Set (Swoosh),449.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-842069102_530x@2x.jpg?v=1574584858', 'path': 'full/official-kentstate-regulation-cornhole-set-swoosh.jpg', 'checksum': '067e1206b6bff692e64beda35142ef3b', 'status': 'downloaded'}]"
NEW Black Mud Deep Cleansing Blackhead Remover Purifying Peel Face Mask,1.88,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-522905554_530x@2x.jpg?v=1574584856', 'path': 'full/new-black-mud-deep-cleansing-blackhead-remover-purifying-peel-face-mask.jpg', 'checksum': '61e6dc7f75a7f48679c43738dfb4a03b', 'status': 'downloaded'}]"
Portable & Rechargeable USB Fan,17.58,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-221427337_530x@2x.jpg?v=1574584856', 'path': 'full/portable-rechargeable-usb-fan.jpg', 'checksum': 'ddb394b4b498e4ee135cf964116012ff', 'status': 'downloaded'}]"
Plain Knitted Cotton Hats For Newborn Baby Cute Solid Skullies Beanies Crochet Caps Girls Boy Warm Autumn Soft Hat Kids Knit Cap,4.78,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-809278038_530x@2x.jpg?v=1574584859', 'path': 'full/plain-knitted-cotton-hats-for-newborn-baby-cute-solid-skullies-beanies-crochet-caps-girls-boy-warm-autumn-soft-hat-kids-knit-cap.jpg', 'checksum': 'ed7caa8bfaa1149b54bc9f3ea7066d07', 'status': 'downloaded'}]"
Simplee Ruffle knitted sweater female Butterfly sleeve winter 2018 slim fit pullover streetwear jumper pull femme peplum top,37.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-811667551_530x@2x.jpg?v=1574584860', 'path': 'full/simplee-ruffle-knitted-sweater-female-butterfly-sleeve-winter-2018-slim-fit-pullover-streetwear-jumper-pull-femme-peplum-top.jpg', 'checksum': 'e4f780e9d959a3c88abbaf3df13a8a4b', 'status': 'downloaded'}]"
Scratch World Map Travel Edition Original 42 * 30cm,8.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-614108891_530x@2x.jpg?v=1574584859', 'path': 'full/scratch-world-map-travel-edition-original-42-30cm.jpg', 'checksum': 'd7ee2a49860aae5a4dc9f4ae808ba298', 'status': 'downloaded'}]"
SHEIN Pearl and Rhinestone Embellished Leggings Fitness Women Solid Black Casual Autumn 2017 Womens Leggings Pants,25.94,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-465269241_530x@2x.jpg?v=1574584857', 'path': 'full/shein-pearl-and-rhinestone-embellished-leggings-fitness-women-solid-black-casual-autumn-2017-womens-leggings-pants.jpg', 'checksum': 'b396dceafe2944b86a75e2027a246196', 'status': 'downloaded'}]"
Sexy Women Floral Printed Long Dress Sleeveless Party Evening Beach Maxi Dress,26.32,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-581559646_530x@2x.jpg?v=1574584856', 'path': 'full/sexy-women-floral-printed-long-dress-sleeveless-party-evening-beach-maxi-dress.jpg', 'checksum': 'b024e70ff00e6de20f9c6f0fdfd98b8b', 'status': 'downloaded'}]"
SHEIN Casual Leggings Women Fitness Leggings Color Block Autumn Winter Workout Pants New Arrival Mesh Insert Leggings,23.94,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-391718384_530x@2x.jpg?v=1574584857', 'path': 'full/shein-casual-leggings-women-fitness-leggings-color-block-autumn-winter-workout-pants-new-arrival-mesh-insert-leggings.jpg', 'checksum': '92df34307cf680569c87555c07603ce5', 'status': 'downloaded'}]"
Queer As Folk Logo T Shirt,26.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-763726748_530x@2x.jpg?v=1574584857', 'path': 'full/queer-as-folk-logo-t-shirt.jpg', 'checksum': 'd1d88aa81c418de6f84bff4d71d3750d', 'status': 'downloaded'}]"
Simplee Waistband lace up knitted sweater women jersey Round neck casual knitting jumper Winter sweater pullover female 2017,31.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-796031669_530x@2x.jpg?v=1574584858', 'path': 'full/simplee-waistband-lace-up-knitted-sweater-women-jersey-round-neck-casual-knitting-jumper-winter-sweater-pullover-female-2017.jpg', 'checksum': '4f98b71e31880fe9560ddf528c5ad696', 'status': 'downloaded'}]"
"Sterling Silver Lower Case Letter ""u"" Initial Charm",21.24,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-781990320_530x@2x.jpg?v=1574584860', 'path': 'full/sterling-silver-lower-case-letter-u-initial-charm.jpg', 'checksum': '385ce11ea0f85ca88905b67cd69bcb3c', 'status': 'downloaded'}]"
Sterling Silver Square Peridot Pendant with Pave Set White Topaz Twist Bail,93.54,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-795944518_530x@2x.jpg?v=1574584860', 'path': 'full/sterling-silver-square-peridot-pendant-with-pave-set-white-topaz-twist-bail.jpg', 'checksum': 'e37b04d1679aad7f16708404d41bba07', 'status': 'downloaded'}]"
Sterling Silver Marcasite Irish Shamrock Ring,32.16,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-822223136_530x@2x.jpg?v=1574584859', 'path': 'full/sterling-silver-marcasite-irish-shamrock-ring.jpg', 'checksum': 'a1be9ce49b8a14bb153a03f2c07af724', 'status': 'downloaded'}]"
Queer As Folk Cast T Shirt,26.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-759744358_530x@2x.jpg?v=1574584855', 'path': 'full/queer-as-folk-cast-t-shirt.jpg', 'checksum': 'f75d032b5229b1b5622d50bc566721c5', 'status': 'downloaded'}]"
Sterling Silver Diamond Cut Unicorn with Flowers Earrings,35.64,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-780818674_530x@2x.jpg?v=1574584860', 'path': 'full/sterling-silver-diamond-cut-unicorn-with-flowers-earrings.jpg', 'checksum': '0fcaf171f98179175bf40d1b3261003d', 'status': 'downloaded'}]"
Sterling Silver French Wire (10 Pair),31.50,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-781072292_530x@2x.jpg?v=1574584859', 'path': 'full/sterling-silver-french-wire-10-pair.jpg', 'checksum': '1ff2be98a27d09ca22474ee8c881fefa', 'status': 'downloaded'}]"
Sterling Silver Tiny Butterfly Ring with Scroll Band,34.44,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-796833431_530x@2x.jpg?v=1574584858', 'path': 'full/sterling-silver-tiny-butterfly-ring-with-scroll-band.jpg', 'checksum': '70edb32c6b876913bf1d084aba20eb3d', 'status': 'downloaded'}]"
Spring Summer 2017 Fashion Women Blouses Hanging Neck Long sleeve Sexy V-Neck Shirt Top Casual Gray Loose Ladies Blusas,23.36,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-308801428_530x@2x.jpg?v=1574584857', 'path': 'full/spring-summer-2017-fashion-women-blouses-hanging-neck-long-sleeve-sexy-v-neck-shirt-top-casual-gray-loose-ladies-blusas.jpg', 'checksum': '961295749df8e60cd24e2587307c6ccd', 'status': 'downloaded'}]"
Sterling Silver Bypass Leaf Ring,42.36,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-812620202_530x@2x.jpg?v=1574584859', 'path': 'full/sterling-silver-bypass-leaf-ring.jpg', 'checksum': 'c650a91acb0f83fe195e86f4aeae3d12', 'status': 'downloaded'}]"
Tassels Baby Moccasin Newborn Baby Shoes Soft Bottom PU Leather Prewalkers 0-18M,5.94,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-426351735_530x@2x.jpg?v=1574584859', 'path': 'full/tassels-baby-moccasin-newborn-baby-shoes-soft-bottom-pu-leather-prewalkers-0-18m.jpg', 'checksum': '1ec72ba4b02185bba24e4ab20b790f1c', 'status': 'downloaded'}]"
Sweettreats Non-stick Copper Skillet with Ceramic Coating and Induction cooker Dishwasher safe,28.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-622779792_75cd9eb0-bddf-441b-9d8e-eeff62c0e285_530x@2x.jpg?v=1574584860', 'path': 'full/sweettreats-non-stick-copper-skillet-with-ceramic-coating-and-induction-cooker-dishwasher-safe.jpg', 'checksum': '72deac4c2146887e75bfdc5c2f3a589b', 'status': 'downloaded'}]"
Sweettreats Non-stick Copper Skillet with Ceramic Coating and Induction cooker Dishwasher safe,28.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-622779792_530x@2x.jpg?v=1574584856', 'path': 'full/sweettreats-non-stick-copper-skillet-with-ceramic-coating-and-induction-cooker-dishwasher-safe.jpg', 'checksum': '72deac4c2146887e75bfdc5c2f3a589b', 'status': 'downloaded'}]"
Swimwear Women Bikini Push Up Brazilian 2017 Sexy Pink Low Waist Female Bathing Suit With Pad Halter Bandage Micro Bikini Set EB,13.40,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-354918398_530x@2x.jpg?v=1574584857', 'path': 'full/swimwear-women-bikini-push-up-brazilian-2017-sexy-pink-low-waist-female-bathing-suit-with-pad-halter-bandage-micro-bikini-set-eb.jpg', 'checksum': 'ec4a95b4ce183618d6faba2854839155', 'status': 'downloaded'}]"
The L Word Chart T Shirt,26.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-759743536_530x@2x.jpg?v=1574584856', 'path': 'full/the-l-word-chart-t-shirt.jpg', 'checksum': 'b2dadef8a35a959bcfcee82bc2b3335d', 'status': 'downloaded'}]"
Survivor Heroes Vs Villains T Shirt,26.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-759287250_530x@2x.jpg?v=1574584856', 'path': 'full/survivor-heroes-vs-villains-t-shirt.jpg', 'checksum': 'efaadd5d2031b0fd8997aac778cdb651', 'status': 'downloaded'}]"
The Love Between Aunt and Niece is Forever-HSB,7.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-683296399_530x@2x.jpg?v=1574584861', 'path': 'full/the-love-between-aunt-and-niece-is-forever-hsb.jpg', 'checksum': '3b62715868d5bd29756269c6d2d6125c', 'status': 'downloaded'}]"
Sterling Silver Two-tone Sand Dollar Bangle Bracelet (hook Closure),185.94,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-789699230_530x@2x.jpg?v=1574584859', 'path': 'full/sterling-silver-two-tone-sand-dollar-bangle-bracelet-hook-closure.jpg', 'checksum': '0ddabd2d9750d5e3e7ebe16805a2fc2f', 'status': 'downloaded'}]"
Women Bikini Swimsuit Sexy Two Pieces Paded Swimwear Push Up Swim Suit for Beach Swimming Pool Party,14.10,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-448691457_530x@2x.jpg?v=1574584857', 'path': 'full/women-bikini-swimsuit-sexy-two-pieces-paded-swimwear-push-up-swim-suit-for-beach-swimming-pool-party.jpg', 'checksum': 'b688bb6cd073aa544e8dcd3cb117bbe4', 'status': 'downloaded'}]"
Women Casual Chiffon O-Neck Sexy Sleeveless Print Beach Mini Party Dress,12.00,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-814419130_530x@2x.jpg?v=1574584859', 'path': 'full/women-casual-chiffon-o-neck-sexy-sleeveless-print-beach-mini-party-dress.jpg', 'checksum': '9b16b11e818cd741709704edd2783349', 'status': 'downloaded'}]"
Women Autumn Long Sleeve Slim V Neck Buttons Blouse Tops Shirt Tee,20.54,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-812012522_530x@2x.jpg?v=1574584861', 'path': 'full/women-autumn-long-sleeve-slim-v-neck-buttons-blouse-tops-shirt-tee.jpg', 'checksum': 'd1806bcf42bc66c899472e32bd988a72', 'status': 'downloaded'}]"
Vintage Double Heart Bracelet,5.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-687213015_530x@2x.jpg?v=1574584860', 'path': 'full/vintage-double-heart-bracelet.jpg', 'checksum': '35e6026735a165f99fa9b5ded0be5e4b', 'status': 'downloaded'}]"
Warm Winter Hooded Fur Jacket,90.80,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-553623489_530x@2x.jpg?v=1574584857', 'path': 'full/warm-winter-hooded-fur-jacket.jpg', 'checksum': '21da570869a432ee0b21011b948ff1be', 'status': 'downloaded'}]"
WiFi Genius Repeater - Instantly Double Your WiFi Range,22.90,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-675574360_530x@2x.jpg?v=1574584859', 'path': 'full/wifi-genius-repeater-instantly-double-your-wifi-range.jpg', 'checksum': '8e1003345b1caf237e06324b9d9fedfc', 'status': 'downloaded'}]"
Toddler Newborn Baby Girls Letter Rompers Jumpsuit Flowers Pants 4PCS Outfit Set,15.52,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-517532987_530x@2x.jpg?v=1574584861', 'path': 'full/toddler-newborn-baby-girls-letter-rompers-jumpsuit-flowers-pants-4pcs-outfit-set.jpg', 'checksum': '2dba91805d22387ca6af530acb3fe297', 'status': 'downloaded'}]"
Two 10-Foot Cables for iPhone 4/5/6 and Android,9.98,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-682667037_530x@2x.jpg?v=1574584858', 'path': 'full/two-10-foot-cables-for-iphone-4-5-6-and-android.jpg', 'checksum': 'bb7d7a63520eaee3f54e496511f08ae3', 'status': 'downloaded'}]"
Women Round Neck Long Sleeve Letter Print Casual Sweatshirt Pullover,20.94,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-797782599_530x@2x.jpg?v=1574584860', 'path': 'full/women-round-neck-long-sleeve-letter-print-casual-sweatshirt-pullover.jpg', 'checksum': 'cf77bbf4341953fcc06c0ef47be90a54', 'status': 'downloaded'}]"
Women Sexy Printing Buttons Off Shoulder Sleeveless Dress Princess Dress,21.44,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-766414865_530x@2x.jpg?v=1574584859', 'path': 'full/women-sexy-printing-buttons-off-shoulder-sleeveless-dress-princess-dress.jpg', 'checksum': '3a047a523b0f787c5e99ed6d453ab7cf', 'status': 'downloaded'}]"
Women Summer Hollow Blouse Solid Short Sleeve Tops Sexy Party Skirt Two Sets,23.50,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-815671391_ea58a671-1639-4ebd-9198-53dfe4b47889_530x@2x.jpg?v=1574584858', 'path': 'full/women-summer-hollow-blouse-solid-short-sleeve-tops-sexy-party-skirt-two-sets.jpg', 'checksum': '8477a957c231f7df815240410e8570aa', 'status': 'downloaded'}]"
Women Clubwear Casual Outfit Autumn And Winter Long Sleeves Top,22.38,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-798948949_530x@2x.jpg?v=1574584860', 'path': 'full/women-clubwear-casual-outfit-autumn-and-winter-long-sleeves-top.jpg', 'checksum': '526e09001577e2d5d29ddf2c22b47b4d', 'status': 'downloaded'}]"
Women Sexy Printing Buttons Off Shoulder Sleeveless Dress Princess Dress,23.12,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-544192339_530x@2x.jpg?v=1574584857', 'path': 'full/women-sexy-printing-buttons-off-shoulder-sleeveless-dress-princess-dress.jpg', 'checksum': 'c3b55429884e0b98dec5ad4b3c0cd5e7', 'status': 'downloaded'}]"
Women's Lantern Sleeves Solid Hoodie Pullover Tops Blouse,26.54,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-798478137_530x@2x.jpg?v=1574584861', 'path': 'full/women-s-lantern-sleeves-solid-hoodie-pullover-tops-blouse.jpg', 'checksum': '89795ce59eb6a516bcd923672847a8cb', 'status': 'downloaded'}]"
Women's Slimming Body-Support Undershirt Cami,11.50,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-675148461_530x@2x.jpg?v=1574584858', 'path': 'full/women-s-slimming-body-support-undershirt-cami.jpg', 'checksum': 'ba40e00fda95b3a64ebe8f7345229a16', 'status': 'downloaded'}]"
Women Plaid Patchwork Polka Dot Long Sleeve T-Shirt O-neck Pullover Blouse Tops,13.46,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-517484445_530x@2x.jpg?v=1574584860', 'path': 'full/women-plaid-patchwork-polka-dot-long-sleeve-t-shirt-o-neck-pullover-blouse-tops.jpg', 'checksum': 'f8a48488d2dbe983053ee2f8563f5851', 'status': 'downloaded'}]"
Women Summer Hollow Blouse Solid Short Sleeve Tops Sexy Party Skirt Two Sets,23.50,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-815671391_530x@2x.jpg?v=1574584857', 'path': 'full/women-summer-hollow-blouse-solid-short-sleeve-tops-sexy-party-skirt-two-sets.jpg', 'checksum': '8477a957c231f7df815240410e8570aa', 'status': 'downloaded'}]"
Women's Crochet Sleeve Dress,23.50,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-639706991_530x@2x.jpg?v=1574584856', 'path': 'full/women-s-crochet-sleeve-dress.jpg', 'checksum': '3cdf1bf489bc25fccc32d3958d265f15', 'status': 'downloaded'}]"
Women's Autumn V Neck Loose Long Sleeve Shirt Casual Blouse Tops T-Shirt,24.78,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-797915159_530x@2x.jpg?v=1574584860', 'path': 'full/women-s-autumn-v-neck-loose-long-sleeve-shirt-casual-blouse-tops-t-shirt.jpg', 'checksum': '4fa940deb165e086d2d7e1947717afd5', 'status': 'downloaded'}]"
women socks 2017 Fashion Girls Lace Antiskid Invisible Liner Ultra-thin Elastic Low Cut Socks calcetines divertidos,2.02,"[{'url': 'https://techinstr.myshopify.com/cdn/shop/products/product-image-309055794_530x@2x.jpg?v=1574584856', 'path': 'full/women-socks-2017-fashion-girls-lace-antiskid-invisible-liner-ultra-thin-elastic-low-cut-socks-calcetines-divertidos.jpg', 'checksum': 'e3cb391d099f743facbf24ba9d3fcd98', 'status': 'downloaded'}]"
